Name,Latitude,Longitude,City,Country,Website,Category
N/A,49.3260734,12.2140289,N/A,Germany,N/A,Karting
N/A,49.3261031,12.2142603,N/A,Germany,N/A,Karting
N/A,49.3261729,12.2150923,N/A,Germany,N/A,Karting
N/A,49.4573588,8.5022553,N/A,Germany,N/A,Karting
Gaspedal,47.8850695,8.2864321,N/A,Germany,N/A,Karting
Kartbahn MSC-Oberflockenbach,49.5399671,8.628525,N/A,Germany,https://www.msc-oberflockenbach.de/,Karting
N/A,49.5399539,8.6286197,N/A,Germany,N/A,Karting
N/A,49.5398187,8.6287534,N/A,Germany,N/A,Karting
N/A,49.5399906,8.62843,N/A,Germany,N/A,Karting
N/A,49.5398287,8.6283677,N/A,Germany,N/A,Karting
N/A,49.5399762,8.6286334,N/A,Germany,N/A,Karting
Saarlandring Kartbahn,49.3806787,7.0025527,N/A,Germany,https://www.saarlandring.de/,Karting
N/A,51.9994664,13.6893399,N/A,Germany,N/A,Karting
N/A,51.9994013,13.6896642,N/A,Germany,N/A,Karting
N/A,51.9995975,13.6892159,N/A,Germany,N/A,Karting
GoKart-Bahn,52.2166063,7.0906786,N/A,Germany,N/A,Karting
Kartbahn Brookmerland Erwachsene,53.5105104,7.2878602,N/A,Germany,N/A,Karting
Kartbahn Kinder,53.5104312,7.2872334,N/A,Germany,N/A,Karting
Boxengasse,53.5108373,7.2873791,N/A,Germany,N/A,Karting
Boxengasse,53.5105122,7.2867653,N/A,Germany,N/A,Karting
Kartbahn Brookmerland,53.510706,7.2869146,Upgant-Schott,Germany,https://www.kartbahn-ostfriesland.de/,Karting
Kartbahn Brookmerland,53.5104981,7.2875993,Upgant-Schott,Germany,N/A,Karting
N/A,54.1620006,12.2316092,N/A,Germany,N/A,Karting
Kartplatz Hof,47.8642485,12.7633485,N/A,Germany,N/A,Karting
Kart2000,48.0359778,12.2333649,N/A,Germany,https://www.kart2000-wasserburg.de/,Karting
Kart2000,48.0357297,12.2330903,Eiselfing,Germany,https://www.kart2000-wasserburg.de,Karting
N/A,48.0356967,12.2334598,N/A,Germany,N/A,Karting
N/A,48.0364041,12.2331588,N/A,Germany,N/A,Karting
Jumicar,53.0733595,8.7660048,N/A,Germany,N/A,Karting
N/A,52.0251823,11.2813735,N/A,Germany,N/A,Karting
N/A,52.0251671,11.2818001,N/A,Germany,N/A,Karting
N/A,52.0248007,11.2823792,N/A,Germany,N/A,Karting
N/A,48.9021504,12.6270633,N/A,Germany,N/A,Karting
N/A,47.8923519,11.432134,N/A,Germany,N/A,Karting
N/A,47.8920272,11.43237,N/A,Germany,N/A,Karting
N/A,47.8924988,11.4322595,N/A,Germany,N/A,Karting
N/A,47.8922778,11.4321007,N/A,Germany,N/A,Karting
N/A,47.892597,11.431848,N/A,Germany,N/A,Karting
N/A,47.8922596,11.4321066,N/A,Germany,N/A,Karting
Kartbahn,51.735515,6.8821864,N/A,Germany,N/A,Karting
ADAC Übungsplatz + Kartbahn,50.5103381,9.8065345,N/A,Germany,N/A,Karting
N/A,47.89865,12.9463273,N/A,Germany,N/A,Karting
N/A,47.8985924,12.946667,N/A,Germany,N/A,Karting
N/A,47.8984893,12.9466581,N/A,Germany,N/A,Karting
N/A,51.5342209,7.2595033,N/A,Germany,N/A,Karting
Kartbahn,49.3249749,8.6748662,N/A,Germany,N/A,Karting
N/A,49.9952152,12.0874266,N/A,Germany,N/A,Karting
KMS-Kartcenter,50.6595395,7.4260246,N/A,Germany,https://www.kms-kartcenter.de/,Karting
N/A,50.6595015,7.4259902,N/A,Germany,N/A,Karting
Kartbahn Bopfingen,48.8509855,10.3322694,N/A,Germany,N/A,Karting
Harzer Kart-Center,51.9492081,10.5451326,N/A,Germany,N/A,Karting
Knax-Rennbahn,51.4390312,6.8034986,N/A,Germany,N/A,Karting
N/A,53.4920667,13.7924048,N/A,Germany,https://www.mc-touring-strasburg.com/kartbahn.htm,Karting
N/A,53.4919388,13.7921963,N/A,Germany,N/A,Karting
N/A,53.4918146,13.7921842,N/A,Germany,N/A,Karting
Nano-Karts,52.4314373,10.7914264,N/A,Germany,N/A,Karting
Kart-O-Drom,53.267562,8.1798224,Rastede,Germany,https://kart-o-drom.de/,Karting
N/A,50.4992372,12.1243969,N/A,Germany,N/A,Karting
N/A,50.4991299,12.1248406,N/A,Germany,N/A,Karting
N/A,50.4993312,12.1247484,N/A,Germany,N/A,Karting
N/A,50.4992876,12.124721,N/A,Germany,N/A,Karting
N/A,50.4992948,12.1246829,N/A,Germany,N/A,Karting
Karting Paradies,48.4504469,12.3366186,Vilsbiburg,Germany,N/A,Karting
Kartbahn Wuppertal,51.2474811,7.0970582,Wuppertal,Germany,https://www.formel-eins-kartbahn.de/,Karting
N/A,51.4847714,7.1085052,N/A,Germany,N/A,Karting
N/A,47.7127323,9.5956638,N/A,Germany,N/A,Karting
GoKartArena und Familienpark Neufinsing,48.2172848,11.8070032,Finsing,Germany,https://www.gokartarena.de/,Karting
Offroad Kids Otterwisch,51.2053904,12.612457,N/A,Germany,N/A,Karting
N/A,51.2054331,12.6123453,N/A,Germany,N/A,Karting
N/A,51.2053701,12.6124164,N/A,Germany,N/A,Karting
N/A,51.2053478,12.6124014,N/A,Germany,N/A,Karting
N/A,51.2054029,12.6124862,N/A,Germany,N/A,Karting
Kart-O-Mania,52.2985181,9.8248336,N/A,Germany,https://www.kartomania-laatzen.de/,Karting
Kart-Bahn Dahlemer Binz,50.4008569,6.5311508,Dahlem,Germany,http://www.kartbahn-dahlem.de,Karting
Kinderkart,51.8152632,14.4352159,N/A,Germany,N/A,Karting
MS Drift & Fun Center,50.7738616,6.2172855,N/A,Germany,https://ms-drift-and-fun-center.de/,Karting
Kartbahn Jena,50.9535623,11.621424,Jena,Germany,http://www.kartbahnjena.de,Karting
N/A,50.5728311,8.5389503,N/A,Germany,N/A,Karting
N/A,50.5731607,8.5392087,N/A,Germany,N/A,Karting
N/A,50.5730619,8.5390775,N/A,Germany,N/A,Karting
Sensadrom Indoor E-Kartbahn,48.6896593,8.9885404,Sindelfingen,Germany,https://sensadrom.com,Karting
N/A,49.3259924,12.2159677,N/A,Germany,N/A,Karting
N/A,49.2078303,8.128199,N/A,Germany,N/A,Karting
Speedway- und Kartbahn Homberg (Ohm),50.7253175,8.990944,N/A,Germany,N/A,Karting
Go-Kart und Quad Bahn Bergen,54.4211069,13.4612847,N/A,Germany,https://www.ruegenkartbahn.de/,Karting
N/A,51.5597805,8.5346405,N/A,Germany,N/A,Karting
Go-Kartbahn,49.7642338,11.403948,N/A,Germany,N/A,Karting
Mini-Lausitzring,51.4598461,13.5442656,N/A,Germany,N/A,Karting
N/A,50.0678624,10.1536906,N/A,Germany,N/A,Karting
N/A,50.0678809,10.1533371,N/A,Germany,N/A,Karting
Kartbahn Dargelin,54.0160109,13.3575948,Dargelin,Germany,http://www.kartbahn-mv.de/Dargelin/home.html,Karting
N/A,54.0160116,13.3576805,N/A,Germany,N/A,Karting
Indy-Cart Indoorkartbahn,48.9292902,9.4398456,Backnang,Germany,https://www.indy-cart.de/,Karting
Michael Schumacher Kart-Center,50.8911703,6.6741825,Kerpen,Germany,https://www.ms-kartcenter.de/,Karting
N/A,48.3949716,10.0111215,N/A,Germany,N/A,Karting
N/A,48.3949324,10.0111395,N/A,Germany,N/A,Karting
N/A,49.1429316,8.4317367,N/A,Germany,N/A,Karting
N/A,48.4500805,12.3363736,N/A,Germany,N/A,Karting
Outdoorbahn,48.4501151,12.3367768,N/A,Germany,N/A,Karting
N/A,48.4500474,12.3364698,N/A,Germany,N/A,Karting
N/A,48.9578536,8.4032523,N/A,Germany,N/A,Karting
MSC Übungsplatz,48.8975578,9.3168827,N/A,Germany,N/A,Karting
Kartsportzentrum Rottal,48.3785706,13.229397,Rotthalmünster,Germany,https://www.kartsport-zentrum.de/,Karting
Biathlonanlage im Grumbach,50.7892846,10.4284603,N/A,Germany,N/A,Karting
Go-Kart-Center-Ringleben,51.3692532,11.2244077,Bad Frankenhausen/Kyffhäuser,Germany,N/A,Karting
Kartbahn Liedolsheim,49.1433258,8.4306253,N/A,Germany,https://www.kartbahn-liedolsheim.com/,Karting
BattleKart Trier,49.7973833,6.7246461,Kenn,Germany,https://trier.battlekart.com/de/,Karting
Boxenstop,48.3948467,10.0112313,N/A,Germany,N/A,Karting
N/A,50.3678463,9.9153151,N/A,Germany,N/A,Karting
N/A,50.3680562,9.9146589,N/A,Germany,N/A,Karting
N/A,50.3676417,9.915584,N/A,Germany,N/A,Karting
N/A,50.3676578,9.9152911,N/A,Germany,N/A,Karting
N/A,50.3678405,9.9156025,N/A,Germany,N/A,Karting
Go-Kart-Bahn,50.7693675,6.55177,N/A,Germany,N/A,Karting
N/A,50.4940781,10.7838542,N/A,Germany,N/A,Karting
N/A,52.1397128,7.5565122,N/A,Germany,N/A,Karting
Kart-Bahn Templiner Ring,53.1036498,13.4903551,Templin,Germany,http://www.kart-templin.de,Karting
N/A,53.1039352,13.4898679,N/A,Germany,N/A,Karting
N/A,51.9977062,12.9949887,N/A,Germany,N/A,Karting
N/A,51.9971723,12.9951958,N/A,Germany,N/A,Karting
N/A,51.9973258,12.995352,N/A,Germany,N/A,Karting
N/A,51.9977419,12.9957606,N/A,Germany,N/A,Karting
N/A,51.9975693,12.9943565,N/A,Germany,N/A,Karting
N/A,51.9984599,12.9937736,N/A,Germany,N/A,Karting
Kart- und Eventcenter Schlotheim,51.2576199,10.6511541,Nottertal-Heilinger Höhen,Germany,www.kartcenter-schlotheim.de,Karting
N/A,50.2897585,9.2796401,N/A,Germany,N/A,Karting
Vogelsbergring,50.2899642,9.279737,N/A,Germany,http://www.msc-wittgenborn.de/body_index.html,Karting
boxenstop Carrera-Bahn,53.1120413,8.4418014,Hude,Germany,N/A,Karting
Cross-Kart-Bahn,47.6103263,10.4505636,N/A,Germany,N/A,Karting
N/A,50.494127,10.7837994,N/A,Germany,N/A,Karting
N/A,50.4940519,10.7833748,N/A,Germany,N/A,Karting
N/A,51.5672678,6.8734972,N/A,Germany,N/A,Karting
Kart-Bahn Teningen,48.1199146,7.7869886,N/A,Germany,https://www.kartbahn-teningen.de/,Karting
N/A,51.9984776,13.6900872,N/A,Germany,N/A,Karting
N/A,51.9986091,13.6904905,N/A,Germany,N/A,Karting
N/A,54.0159426,13.3567983,N/A,Germany,N/A,Karting
Skate- und Kartbahn,52.618291,6.8579666,N/A,Germany,N/A,Karting
N/A,51.4481398,7.3885447,N/A,Germany,N/A,Karting
N/A,51.4482888,7.3894737,N/A,Germany,N/A,Karting
N/A,51.4484101,7.389478,N/A,Germany,N/A,Karting
TeamSport E-Karting,52.3011443,8.0494907,Osnabrück,Germany,https://teamsport-ekarting.de/standorte/osnabrueck,Karting
N/A,51.0080594,11.0210983,N/A,Germany,N/A,Karting
Motor Sport Weis - Kartbahn Büren,51.5598548,8.5343854,Büren,Germany,http://www.kartbahn-bueren.de,Karting
N/A,51.9975065,12.9954902,N/A,Germany,N/A,Karting
Kart-Trainingsgelände,47.7730332,10.5564061,N/A,Germany,N/A,Karting
N/A,49.3249354,8.6749575,N/A,Germany,N/A,Karting
N/A,49.3252665,8.6751543,N/A,Germany,N/A,Karting
N/A,49.3251657,8.6751758,N/A,Germany,N/A,Karting
N/A,49.3244301,8.6749381,N/A,Germany,N/A,Karting
N/A,49.3246501,8.6745185,N/A,Germany,N/A,Karting
N/A,49.3255016,8.6752263,N/A,Germany,N/A,Karting
Kartbahn,52.5347453,7.6619318,N/A,Germany,N/A,Karting
Kartbahn Walldorf,49.2968735,8.6016681,N/A,Germany,N/A,Karting
Kart Center Heiligenstadt,51.3675004,10.1534375,Heilbad Heiligenstadt,Germany,http://www.kart-center-heiligenstadt.de/,Karting
E-Fun-Park-Pottenstein,49.7644148,11.404227,Pottenstein,Germany,https://www.e-fun-park-pottenstein.de/,Karting
Kartland Sinn,50.6551371,8.3259988,N/A,Germany,N/A,Karting
N/A,48.27947,10.9005255,N/A,Germany,N/A,Karting
N/A,52.697735,13.6207182,N/A,Germany,N/A,Karting
N/A,47.7102969,9.5939325,N/A,Germany,N/A,Karting
N/A,47.7102006,9.593923,N/A,Germany,N/A,Karting
N/A,47.7103011,9.5938043,N/A,Germany,N/A,Karting
N/A,47.7103724,9.5939469,N/A,Germany,N/A,Karting
N/A,47.7102811,9.5939022,N/A,Germany,N/A,Karting
Eco-Kart,50.1625647,8.6859065,Frankfurt am Main,Germany,https://www.eco-kart.de,Karting
Karthaus,49.2288566,7.4084796,Zweibrücken,Germany,https://karthaus.de/,Karting
Emslandring,52.8025892,7.1637665,N/A,Germany,N/A,Karting
N/A,53.300795,12.8131286,N/A,Germany,N/A,Karting
N/A,49.0429386,8.2962219,N/A,Germany,N/A,Karting
N/A,51.5543838,6.2065981,N/A,Germany,N/A,Karting
N/A,51.5544709,6.2064233,N/A,Germany,N/A,Karting
N/A,51.5544822,6.2066411,N/A,Germany,N/A,Karting
N/A,51.5545068,6.2064635,N/A,Germany,N/A,Karting
N/A,51.5544155,6.2062129,N/A,Germany,N/A,Karting
N/A,47.7126552,9.5956746,N/A,Germany,N/A,Karting
N/A,47.7126984,9.5952875,N/A,Germany,N/A,Karting
N/A,47.7126566,9.5954577,N/A,Germany,N/A,Karting
Seealm-Ring,47.590456,12.9915369,N/A,Germany,http://www.seealm-ring.de/,Karting
BattleKart Halle-Leipzig,51.4943642,12.0099724,N/A,Germany,https://www.battlekart.com/de/halle-leipzig,Karting
SAX Racing Kartbahn,51.3502429,12.1978325,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.3501651,12.1980368,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.349984,12.1976932,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.3501396,12.1979044,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.3498982,12.1982747,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.3500135,12.1980272,N/A,Germany,N/A,Karting
SAX Racing Kartbahn,51.3502187,12.1981702,N/A,Germany,N/A,Karting
N/A,53.6178731,12.3671908,N/A,Germany,N/A,Karting
MS Kartcenter Hattingen,51.4054512,7.1993848,Hattingen,Germany,https://www.ms-kartcenter-hattingen.de/,Karting
N/A,47.8777936,11.9900955,N/A,Germany,N/A,Karting
N/A,51.3674935,10.1537625,N/A,Germany,N/A,Karting
Westerwaldring,50.7153672,7.7181033,N/A,Germany,N/A,Karting
N/A,52.6977308,13.620713,N/A,Germany,N/A,Karting
N/A,50.7156263,7.7167568,N/A,Germany,N/A,Karting
N/A,51.558614,6.7511291,N/A,Germany,N/A,Karting
Kartarena,51.5593702,6.750017,Dinslaken,Germany,https://kartarena-dinslaken.de,Karting
Kartstrecke,50.7800085,12.5424558,N/A,Germany,N/A,Karting
Go-Kart-Bahn,49.432867,11.1041187,N/A,Germany,N/A,Karting
N/A,53.5672122,12.593924,N/A,Germany,N/A,Karting
FöhrRing Kartbahn,54.6848006,8.5378392,Wyk auf Föhr,Germany,https://www.foehrring.de/,Karting
FöhrRing,54.6847792,8.5379518,N/A,Germany,N/A,Karting
Mini Kartbahn,50.6121547,10.384213,N/A,Germany,N/A,Karting
Ralf Schumacher Kartcenter,53.101617,9.9796127,Bispingen,Germany,https://www.rs-kartcenter.de,Karting
N/A,52.8569638,8.7511066,N/A,Germany,N/A,Karting
DWA Racing,52.8564887,8.7504774,N/A,Germany,https://www.dwa-racing.de/,Karting
Outdoorbahn,48.4500249,12.3372265,N/A,Germany,N/A,Karting
Audi Fahrtrainingsplatz,48.3495287,11.7473404,N/A,Germany,N/A,Karting
N/A,51.8081067,7.0200416,N/A,Germany,N/A,Karting
N/A,51.8082883,7.0199429,N/A,Germany,N/A,Karting
Kart am Alfsee,52.4912415,7.989541,Rieste,Germany,https://www.kart-am-alfsee.de/,Karting
Go Karts,49.1694989,12.6408185,N/A,Germany,N/A,Karting
Kinderquadbahn Firmenich,50.6308978,6.6953707,Mechernich,Germany,http://www.kinderquadbahn-firmenich.de/,Karting
N/A,47.679262,8.3109749,N/A,Germany,N/A,Karting
N/A,50.7623556,13.7534873,N/A,Germany,N/A,Karting
N/A,51.1395779,6.4596127,N/A,Germany,N/A,Karting
N/A,54.3874881,13.5500935,N/A,Germany,N/A,Karting
MSC Marktleuthen Verkehrsübungsplatz,50.1230568,12.004877,N/A,Germany,N/A,Karting
N/A,51.1111114,6.9252674,N/A,Germany,N/A,Karting
N/A,53.5997465,11.378293,N/A,Germany,N/A,Karting
N/A,51.3965577,14.3888475,N/A,Germany,N/A,Karting
N/A,48.0707254,10.8627896,N/A,Germany,N/A,Karting
N/A,48.0707046,10.8630278,N/A,Germany,N/A,Karting
N/A,48.0707763,10.862721,N/A,Germany,N/A,Karting
N/A,48.0706243,10.8625526,N/A,Germany,N/A,Karting
N/A,48.070858,10.8627832,N/A,Germany,N/A,Karting
N/A,48.0708501,10.8626202,N/A,Germany,N/A,Karting
N/A,52.4868659,7.9908511,N/A,Germany,N/A,Karting
N/A,54.0824025,13.9117802,N/A,Germany,N/A,Karting
N/A,48.901831,12.6259112,N/A,Germany,N/A,Karting
N/A,51.0693799,8.1744969,N/A,Germany,N/A,Karting
Boxengasse,50.7796803,12.5428086,N/A,Germany,N/A,Karting
N/A,54.1622275,12.2306324,N/A,Germany,N/A,Karting
Görlitz Ring,51.0582704,14.9550785,Görlitz,Germany,https://www.kartbahn-goerlitz-ring.de,Karting
Faßbergring,52.9131003,10.20359,N/A,Germany,N/A,Karting
N/A,52.9128238,10.2039765,N/A,Germany,N/A,Karting
N/A,50.9533124,11.6211671,N/A,Germany,N/A,Karting
N/A,53.5438652,13.2850165,N/A,Germany,N/A,Karting
N/A,49.5841085,10.1779406,N/A,Germany,N/A,Karting
Mini-GoKard-Bahn,53.9649335,10.819396,N/A,Germany,N/A,Karting
N/A,50.5730296,8.5394609,N/A,Germany,N/A,Karting
N/A,50.5727945,8.5392386,N/A,Germany,N/A,Karting
N/A,50.5727619,8.5387034,N/A,Germany,N/A,Karting
N/A,51.0381368,13.7551568,N/A,Germany,N/A,Karting
N/A,51.2600361,6.5433706,N/A,Germany,N/A,Karting
N/A,51.2600604,6.5433516,N/A,Germany,N/A,Karting
Kinder-Elektrokartbahn,53.5438602,13.2850322,N/A,Germany,N/A,Karting
Tret Go Kart,47.7431461,9.0470018,N/A,Germany,N/A,Karting
Mini-Karts,50.5000761,9.9432207,N/A,Germany,N/A,Karting
Jumicar Ostholstein,54.3591125,11.0848842,Großenbrode,Germany,https://jumicar-ostholstein.de/,Karting
BB-Kartbahn,53.1041396,8.7680012,N/A,Germany,https://www.bb-kart.de/,Karting
Automodellsport-Club Langenfeld e.V.,51.1111134,6.9250938,N/A,Germany,N/A,Karting
N/A,50.9043827,13.3830415,N/A,Germany,N/A,Karting
Saxoniaring Kartclub Freiberg e.V.,50.9043646,13.3830818,N/A,Germany,https://www.saxoniaring-freiberg.de,Karting
Eco-Kart,50.0564739,8.5906048,N/A,Germany,https://www.ecokart-outdoor.de/,Karting
N/A,51.3853282,7.7995789,N/A,Germany,N/A,Karting
N/A,48.3662986,12.5211888,N/A,Germany,N/A,Karting
N/A,51.0639053,8.1723253,N/A,Germany,N/A,Karting
N/A,51.0640217,8.171933,N/A,Germany,N/A,Karting
N/A,47.8850858,8.2864387,N/A,Germany,N/A,Karting
Formula 1 Münzautoscooter,49.1701319,12.6432458,N/A,Germany,N/A,Karting
N/A,51.4908276,6.9558315,N/A,Germany,N/A,Karting
N/A,51.4906205,6.956193,N/A,Germany,N/A,Karting
N/A,51.4908487,6.9562188,N/A,Germany,N/A,Karting
N/A,51.491213,6.9561621,N/A,Germany,N/A,Karting
Bahn 1 (rot),51.4904696,6.9564842,N/A,Germany,N/A,Karting
N/A,51.4908736,6.9562599,N/A,Germany,N/A,Karting
Bahn 2 (gelb),51.4909893,6.955588,N/A,Germany,N/A,Karting
N/A,52.3275003,10.5240714,N/A,Germany,N/A,Karting
N/A,48.3121568,12.8472829,N/A,Germany,N/A,Karting
N/A,53.5079304,11.0927238,N/A,Germany,N/A,Karting
N/A,53.507947,11.0928287,N/A,Germany,N/A,Karting
N/A,53.5084377,11.0923432,N/A,Germany,N/A,Karting
N/A,53.5088725,11.0915756,N/A,Germany,N/A,Karting
N/A,53.5095532,11.0915157,N/A,Germany,N/A,Karting
N/A,53.5087518,11.0924067,N/A,Germany,N/A,Karting
N/A,53.508385,11.0929728,N/A,Germany,N/A,Karting
N/A,53.5088122,11.0929342,N/A,Germany,N/A,Karting
N/A,53.5092643,11.0916974,N/A,Germany,N/A,Karting
Treggerbahn,53.4859485,8.6095008,N/A,Germany,N/A,Karting
Mini-GoKart-Bahn,53.4856894,8.6092656,N/A,Germany,N/A,Karting
Minicars,49.5018828,8.4843494,N/A,Germany,N/A,Karting
Battle Kart Düsseldorf-Neuss,51.1573896,6.7439083,N/A,Germany,https://duesseldorf-neuss.battlekart.com/,Karting
Geschicklichkeits-Kartbahn,51.5570649,6.2089128,N/A,Germany,N/A,Karting
Spreeflitzer,52.3281552,14.0699311,N/A,Germany,www.spreeflitzer.de,Karting
Spreeflitzer,52.328103,14.0700539,N/A,Germany,N/A,Karting
N/A,48.706264,13.0369657,N/A,Germany,https://msc-osterhofen.jimdoweb.com/,Karting
Karting de Dumbéa,-22.1730688,166.4353461,N/A,France,N/A,Karting
Karting,43.9222928,4.5010897,N/A,France,N/A,Karting
Café du Karting de Nakutakoin,-22.1726472,166.4366726,N/A,France,N/A,Karting
Circuit de Deauville - Team Active,49.3269982,0.0796983,N/A,France,https://www.teamactive.fr/nos-sites/grand-ouest/circuit-de-deauville/,Karting
Kart Racer,47.9580191,1.8945374,Saran,France,https://www.kartracer.fr/,Karting
SpeedPark,47.6712153,-2.7920196,Vannes,France,N/A,Karting
Giga Kart,-21.2840756,55.3961209,N/A,France,N/A,Karting
Le Karting,5.1555527,-52.6706414,N/A,France,N/A,Karting
Kart 56,47.668102,-3.0622531,N/A,France,https://www.kart56.com/,Karting
N/A,46.2287498,-1.4298278,N/A,France,N/A,Karting
N/A,48.9569662,2.2041814,N/A,France,N/A,Karting
N/A,49.4904223,4.5749773,N/A,France,N/A,Karting
Kart'In,48.7029936,6.1838251,N/A,France,N/A,Karting
Piste de Karting,47.6568527,6.1041626,N/A,France,N/A,Karting
Karting du Fouteau,48.3874877,-0.5028185,N/A,France,N/A,Karting
Circuit Quad,43.3530889,0.0391472,N/A,France,N/A,Karting
Karting,46.4967422,-1.786469,Les Sables-d'Olonne,France,N/A,Karting
C.P. Quad Loisirs,47.773366,3.6191024,N/A,France,N/A,Karting
Circuit International de Karting d’Aunay-les-Bois,48.552799,0.2746901,N/A,France,https://www.ouest-karting.fr/,Karting
Kart Park Pacific,-22.172595,166.4366591,Dumbéa,France,N/A,Karting
Karting - Aérodrome,49.1010161,2.0426185,N/A,France,N/A,Karting
N/A,44.9535924,6.5504292,N/A,France,N/A,Karting
Karting,47.2341637,-1.6527655,N/A,France,N/A,Karting
N/A,44.8968813,4.8887196,N/A,France,N/A,Karting
NTKart,49.5103475,5.7183574,N/A,France,https://ntkart.com/,Karting
N/A,45.7157552,4.8588929,N/A,France,N/A,Karting
Stras Kart,48.5894308,7.6812034,N/A,France,http://www.straskart.fr/,Karting
City Kart,47.1902045,-1.4897493,N/A,France,https://www.city-kart.fr/karting-indoor-de-nantes/,Karting
Karting - Aérodrome,49.1021056,2.0414661,N/A,France,N/A,Karting
Starter Park,43.2650345,5.6750693,N/A,France,N/A,Karting
N/A,51.0060012,2.384409,N/A,France,N/A,Karting
INDYKART,47.0578001,-0.9788615,N/A,France,N/A,Karting
Karting Bowling,44.8889083,-0.5618336,N/A,France,N/A,Karting
Kart System Indoor,44.8890163,-0.5622465,N/A,France,N/A,Karting
Karting Neumuehle,48.975071,7.3295805,N/A,France,N/A,Karting
N/A,47.2127521,5.9460535,N/A,France,N/A,Karting
Puissance Kart Indoor,47.4870552,6.8280952,Audincourt,France,https://www.puissancekartindoor.com/,Karting
Karting - Aérodrome,49.1020449,2.0414784,N/A,France,N/A,Karting
Karting,46.7733589,-1.4298168,N/A,France,N/A,Karting
Karting - Aérodrome,49.1011089,2.042639,N/A,France,N/A,Karting
Piste karting Selongey,47.6108692,5.2337094,N/A,France,N/A,Karting
Karting,46.1008086,-0.9447302,N/A,France,N/A,Karting
Karting Monéteau,47.8474946,3.5547852,N/A,France,N/A,Karting
Metz Kart Indoor,49.0768397,6.1085889,N/A,France,https://gamesfactory.fr/metz/,Karting
Kart Expo,48.0547793,-1.7306967,Bruz,France,http://www.kart-expo.fr/,Karting
Karting,43.6867133,6.9595527,N/A,France,N/A,Karting
Karting de Saintes,45.6977889,-0.6168453,N/A,France,N/A,Karting
N/A,49.4027547,2.7736924,N/A,France,N/A,Karting
Selest’Kart-IN,48.2522338,7.4317789,N/A,France,https://selestkart-in.com/,Karting
Karting Magescq,43.8009535,-1.2473545,Magescq,France,https://www.karting-de-magescq.fr/,Karting
N/A,45.74332,0.40265,N/A,France,N/A,Karting
N/A,47.9582427,1.8942177,N/A,France,N/A,Karting
Karting Philippe Lavilledieu,44.5860651,4.4488978,N/A,France,N/A,Karting
Kartmania,47.2886459,5.0239771,Chenôve,France,https://kartmania.com/,Karting
Tours Kart Indoor,47.3448828,0.7332596,N/A,France,https://www.tours-kart-indoor.fr/,Karting
N/A,48.050234,0.1752787,N/A,France,N/A,Karting
Karting,50.2741457,3.9650615,N/A,France,N/A,Karting
N/A,47.2011023,6.8422862,N/A,France,https://lacombesaintpierre.com/devalkart/,Karting
La Calmette Karting,43.9455781,4.2658338,La Calmette,France,https://www.lacalmettekarting.fr/,Karting
Karting City Périgord,44.9870494,0.8885936,N/A,France,https://kartingcityperigord.fr/,Karting
Fast & Green,45.4614936,4.3927503,N/A,France,https://www.fast-and-green.fr/,Karting
Inwall Kart,47.4274919,-0.5431727,N/A,France,N/A,Karting
Battle Kart,48.7058859,2.2930661,N/A,France,https://www.battlekart.com/fr/paris-sud-massy/,Karting
Sim Racing,49.8468206,3.2857942,N/A,France,https://sim-one.co/,SIM Racing
On'Kart,46.1293549,6.0292004,N/A,France,https://on-kart.com/,Karting
SimRacing full motion,49.2864877,-0.1304937,Cabourg,France,https://espacesimu.fr/,SIM Racing
Karting Lexy,49.5095605,5.7180663,N/A,France,N/A,Karting
Karting Lexy,49.5095203,5.7182146,N/A,France,N/A,Karting
BattleKart Lyon-Mornant,45.6243043,4.7029789,N/A,France,https://www.battlekart.com/fr/lyon-mornant/,Karting
Al. Karting,45.7141102,-1.160275,N/A,France,N/A,Karting
Base US Karting,46.813179,1.7781921,N/A,France,https://baseuskarting.com/,Karting
K1 Speed,49.2055686,-0.3241328,N/A,France,https://k1speed.fr/caen,Karting
Karting Manosque,43.8072913,5.8198708,Manosque,France,https://www.kartingmanosque.fr/,Karting
Funlab,48.1918172,-1.7273171,La Mézière,France,N/A,Karting
Karting de Chartres,48.446638,1.5420005,Chartres,France,N/A,Karting
K1 Speed,47.9628032,0.2179134,N/A,France,N/A,Karting
Rouen Espace LoisirsV,49.4426281,1.0428676,N/A,France,https://www.rouenespaceloisirs.fr/,Karting
Selest'Kart'in,48.2523842,7.4323185,N/A,France,https://www.selestkart-in.com,Karting
Karting Family Fun Park,45.5644151,-0.9553492,N/A,France,https://www.familyfunpark.fr/,Karting
48 K-C-V Lozère,44.467701,3.9362345,N/A,France,N/A,Karting
Planet Karting,50.7632245,2.2215101,N/A,France,https://www.planet-karting.com/,Karting
Gwada Karting Club,16.2491385,-61.5949181,N/A,France,N/A,Karting
N/A,44.89,4.04684,N/A,France,N/A,Karting
Circuit de Ouistreham - Team Active,49.2892429,-0.2537876,N/A,France,https://www.teamactive.fr/nos-sites/grand-ouest/circuit-de-ouistreham/,Karting
